,gender,familyname,givenname,picture,email,occupation,birth_date,birth_country,company,street,city,zip,region,region_abbr,country,phone_code,phone,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,birth_continent,continent
<Dilli_Raman_Regmi>,m,Regmi,Dilli,Dilli Raman Regmi.jpg,regmi@yahoo.fr,astronomer,1979-08-08,Nepal,Rostelecom,305 East 9th Street,Alma,66401,Kansas,KS,United States,1,4488732246,https://upload.wikimedia.org/wikipedia/commons/2/27/Dilli_Raman_Regmi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Dilli_Raman_Regmi.jpg/250px-Dilli_Raman_Regmi.jpg,"Dilli Raman Regmi (Nepali: डिल्लीरमण रेग्मी) (1913–2001) was a scholar, iconic political figure and historian of Nepal. He dedicated his life to research, study, writing and politics. He was one of the driving forces behind creating Nepali Rastriya Congress party in 1946.",00573.jpg,00576.jpg,Asia,North America
<Andrea_Mingardi>,m,Mingardi,Andrea,Andrea Mingardi.jpg,mingardi@gmail.com,entrepreneur,1991-07-23,Italy,Tejarat Bank,339 Fifth Avenue,Pittsburgh,15213,Pennsylvania,PA,United States,1,8882143159,https://upload.wikimedia.org/wikipedia/commons/8/8d/Andrea_Mingardi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Andrea_Mingardi.jpg/250px-Andrea_Mingardi.jpg,"Andrea Mingardi (born 1 August 1940) is an Italian singer-songwriter, composer, musician, author and occasional actor.",00574.jpg,00577.jpg,Europe,North America
<Nawal_Mohammed>,m,Mohammed,Nawal,,sanodi@yahoo.it,legal adviser,2004-09-16,Saudi Arabia,Marubeni,330 South Sheridan,Muskegon,49442,Michigan,MI,United States,1,4431222522,,,"Nawal Mohammd (Arabic: نوال محمد‎) is the representative of Saudi Arabia left acting in 2005 after a career technician short as long as 5 years and is one of the sons of actress Arabia Leila Salman, said that the reason for retiring is sexually harassed by the director of the series, Kuwaiti pulled him after that, after retirement he settled with her family and then married businessman and gave birth to his sons, one of the most important series with the Kuwaiti artist when singing flowers, which made a special role in this series and technically linked to its name and has lived in Kuwait with her mother, who was working Kuwaiti Bmslslat.",,,Asia,North America
<Heinz_Dathe>,m,Dathe,Heinz,"Bundesarchiv Bild 183-49412-0001, Ruderer, DDR, Europameister im Vierer.jpg",dathe@gmail.com,critic,2013-07-28,Germany,Subaru,324 East 300 South,Oxford,47971,Indiana,IN,United States,1,1214426379,https://upload.wikimedia.org/wikipedia/commons/e/e0/Bundesarchiv_Bild_183-49412-0001%2C_Ruderer%2C_DDR%2C_Europameister_im_Vierer.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Bundesarchiv_Bild_183-49412-0001%2C_Ruderer%2C_DDR%2C_Europameister_im_Vierer.jpg/250px-Bundesarchiv_Bild_183-49412-0001%2C_Ruderer%2C_DDR%2C_Europameister_im_Vierer.jpg,"Heinz Dathe is a retired East German rower who won the 1957 European Rowing Championships title in coxed four, together with Lothar Wundratsch, Gerhard Müller, Egon Meyer and Dietmar Domnick. The men rowed for ASK Vorwärts Berlin. It was the first time that East Germany had its own team at the European Championships.",00575.jpg,00578.jpg,Europe,North America
<John_Bair>,m,Bair,John,Miguel Sandoval and John Bair.jpg,j.bair8667@yahoo.fr,planter,2018-12-16,United States,Volkswagen Group,50 Echo Lane,Hedwig Village,77024,Texas,TX,United States,1,9375754599,https://upload.wikimedia.org/wikipedia/commons/a/a5/Miguel_Sandoval_and_John_Bair.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Miguel_Sandoval_and_John_Bair.jpg/250px-Miguel_Sandoval_and_John_Bair.jpg,,00576.jpg,00579.jpg,North America,North America
<Gardiner_Spring>,m,Spring,Gardiner,Gardiner Spring.jpg,lape7735@facebook.com,ai expert,1963-10-01,United States,Ford Brasil,189 East 9th Street,Alma,66401,Kansas,KS,United States,1,6747935688,https://upload.wikimedia.org/wikipedia/commons/8/89/Gardiner_Spring.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Gardiner_Spring.jpg/250px-Gardiner_Spring.jpg,"Gardiner Spring (February 24, 1785 – August 18, 1873) was an American minister and author.",00577.jpg,00580.jpg,North America,North America
<Lucas_Schäfer>,m,Schäfer,Lucas,Ruder-EM 2016 53.JPG,l-schafer715@tin.it,zoologist,1933-07-24,Germany,Starwood,365 South Main St.,Walnut Creek,94596,California,CA,United States,1,3612771717,https://upload.wikimedia.org/wikipedia/commons/c/c1/Ruder-EM_2016_53.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ruder-EM_2016_53.JPG/250px-Ruder-EM_2016_53.JPG,Lucas Schäfer (born 15 August 1994) is a German rower. He competed in the men's lightweight coxless four event at the 2016 Summer Olympics.,00578.jpg,00581.jpg,Europe,North America
<Vinod_Thomas>,m,Thomas,Vinod,Vinod_Thomas_2.jpg,thomas5471@zonnet.nl,fiction writer,1998-02-28,India,Austrian Federal Railways,303 Otterburn Road,Amelia,23002,Virginia,VA,United States,1,5338713652,https://upload.wikimedia.org/wikipedia/commons/7/77/Vinod_Thomas_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Vinod_Thomas_2.jpg/250px-Vinod_Thomas_2.jpg,,00579.jpg,00582.jpg,Asia,North America
<Sami_Tchak>,m,Tchak,Sami,Sami Tchak IMG 2660.JPG,tchak@mac.com,comic book creator,2006-06-14,Togo,Umicore,285 Highway 1 South Bypass,Natchitoches,71457,Louisiana,LA,United States,1,9146453972,https://upload.wikimedia.org/wikipedia/commons/e/e7/Sami_Tchak_IMG_2660.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Sami_Tchak_IMG_2660.JPG/250px-Sami_Tchak_IMG_2660.JPG,"Sadamba Tcha-Koura (born 1960 in Bowounda), pen-name  Sami Tchak, is a Togolese writer.",00580.jpg,00583.jpg,Africa,North America
<Barry_Rosen>,m,Rosen,Barry,Barry - Rosen.jpg,nopose@yahoo.fr,art director,1989-11-03,United States,Saudi Aramco,325 avenue Robert-Schuman,Boulogne-Billancourt,92100,Île-de-France,,France,33,633585868,https://upload.wikimedia.org/wikipedia/commons/0/05/Barry_-_Rosen.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Barry_-_Rosen.jpg/250px-Barry_-_Rosen.jpg,,00581.jpg,00584.jpg,North America,Europe
<Muir_Gray>,m,Gray,Muir,Muir Gray.jpg,mgray95@yandex.ru,folklorist,1969-03-29,United Kingdom,EvoBus,446 rue de Verdun,Carcassonne,11000,Occitanie,,France,33,469468643,https://upload.wikimedia.org/wikipedia/commons/5/5d/Muir_Gray.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Muir_Gray.jpg/250px-Muir_Gray.jpg,"Sir John Armstrong Muir Gray, CBE, FRCPSGlas, FCLIP is a British physician, who has held senior positions in screening, public health, information management. and value in healthcare.
He was director of Research and Development for Anglia and Oxford Regional Health Authority and supported the United Kingdom Centre of the Cochrane Collaboration in promoting evidence-based medicine. He held the positions of director at the UK National Screening Committee, during which he helped pioneer Britain's breast and cervical cancer screening programmes, and National Library for Health, and director of Clinical Knowledge Process and Safety for the NHS National Programme for IT.He was knighted in 2005 for the development of the foetal, maternal and child screening programme and the creation of the National Library for Health.He was the director of the National Knowledge Service and Chief Knowledge Officer to the National Health Service, a Director of the healthcare rating and review service iWantGreatCare and is Public Health Director of the Campaign for Greener Healthcare.In 2006 he developed the NHS's framework for value (triple value). He was then the founding Director of the NHS Rightcare programme, trying to change the culture of the NHS to become a higher value organisation. He published many influential Atlases of Variation. He then left to found Better Value Healthcare, and then the Oxford Centre for Triple Value Healthcare, a mission driven social enterprise.He is also one of the original authors of the IDEAL framework for surgical innovation.",00582.jpg,00585.jpg,Europe,Europe
<Henrik_Old>,m,Old,Henrik,Henrik_Old.jpg,bebede21@rambler.ru,minister,1982-03-23,Faroe Islands,Austrian Federal Railways,232 place Monge,Beaune,21200,Bourgogne-Franche-Comté,,France,33,274369532,https://upload.wikimedia.org/wikipedia/commons/7/7d/Henrik_Old.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Henrik_Old.jpg/250px-Henrik_Old.jpg,"Henrik James Frits Old (born 20 June 1947 in Vágur, Faroe Islands)  is a Faroese politician. He is a current (2011-2015) member of the Faroese parliament. He was elected for the Løgting for the first time in 1984. He was re-elected several times and represented the island Suðuroy. He was elected for the Social Democratic Party (Faroe Islands). He was an MP from 1984 to 2008 and again from 2011.",00583.jpg,00586.jpg,Europe,Europe
<Christopher_Looby>,m,Looby,Christopher,Christopher_Looby.jpg,loli40@gmail.com,entertainer,2008-03-15,United States,Loblaw Companies,355 boulevard Émile-Augier,Paris,75001,Île-de-France,,France,33,551443287,https://upload.wikimedia.org/wikipedia/commons/7/77/Christopher_Looby.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Christopher_Looby.jpg/250px-Christopher_Looby.jpg,Christopher Looby is an American literary critic specializing in 18th and 19th century American literature. He is a Professor of English at UCLA.,00584.jpg,00587.jpg,North America,Europe
<Juozas_Urbšys>,m,Urbšys,Juozas,Juozas Urbšys.jpg,dumumi@tiscali.co.uk,barrister,1993-10-04,Lithuania,Vulcabrasǀazaleia,182 rue Pierre-et-Marie-Curie,Rambouillet,78120,Île-de-France,,France,33,866626724,https://upload.wikimedia.org/wikipedia/commons/b/b5/Juozas_Urb%C5%A1ys.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Juozas_Urb%C5%A1ys.jpg/250px-Juozas_Urb%C5%A1ys.jpg,"Juozas Urbšys (February 29, 1896 – April 30, 1991) was a prominent interwar Lithuanian diplomat, the last head of foreign affairs in independent interwar Lithuania, and a translator. He served in the military between 1916 and 1922, afterwards joining the Lithuanian Ministry of Foreign Affairs. In 1938 Urbšys was named its head and served in this position until Lithuania's occupation in 1940. Urbšys was imprisoned by the Soviet authorities in 1940 and deported to Siberia, where he spent the next 13 years in various prisons. Urbšys died in 1991, having lived long enough to see Lithuania's independence restored, and was buried in Petrašiūnai Cemetery, Kaunas.",00585.jpg,00588.jpg,Europe,Europe
<Yun-Tae_Kim>,m,Kim,Yun-Tae,김윤태 후보.jpg,feni44@gmail.com,astronomer,1998-09-23,South Korea,PRISA,104 place Monge,Beaune,21200,Bourgogne-Franche-Comté,,France,33,426233551,https://upload.wikimedia.org/wikipedia/commons/e/e6/%EA%B9%80%EC%9C%A4%ED%83%9C_%ED%9B%84%EB%B3%B4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/%EA%B9%80%EC%9C%A4%ED%83%9C_%ED%9B%84%EB%B3%B4.jpg/250px-%EA%B9%80%EC%9C%A4%ED%83%9C_%ED%9B%84%EB%B3%B4.jpg,"‹See TfM›
Kim Yun-Tae (born 3 July 1965) is a South Korean academic and politician. He is a member of the Minjoo Party of Korea, and is currently a professor, Department of Sociology, and Department of Social Welfare, Korea University. A sociologist, Kim is an active social welfare advocate. He has written academic and popular works regarding social issues, welfare, and politics in Korea. In 1986, Kim, as a president of student association in Korea University, contributed to university students' democratic movement and served a prison sentence of two years and six months.He studied at University of Cambridge and later received PhD from London School of Economics and Political Science (LSE).  Following the creation of the Millennium Democratic Party, Kim served as a vice-chair of policy committee.  He later served as the 13th Speaker of the National Assembly Library of the Republic of Korea under President Kim Dae-jung. In March 2016, Kim announced his candidacy for the National Assembly in Gunsan, but was ultimately unsuccessful in the April parliamentary election.",00586.jpg,00589.jpg,Asia,Europe
<Jean-Philippe_Puig>,m,Puig,Jean-Philippe,Jean-Philippe_Puig_2009.jpg,jeanphilippe.puig@yahoo.ca,adviser,1934-05-28,France,BSNL Mobile,403 Dove Ave,Miami Springs,33166,Florida,FL,United States,1,7233956664,https://upload.wikimedia.org/wikipedia/commons/4/45/Jean-Philippe_Puig_2009.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Jean-Philippe_Puig_2009.jpg/250px-Jean-Philippe_Puig_2009.jpg,Jean-Philippe Puig (born 18 January 1961) is a French businessman. He serves as Chief Executive Officer of Avril.,00587.jpg,00590.jpg,Europe,North America
<Gary_Daverne>,m,Daverne,Gary,Garydaverne2010benny.jpg,daverne2217@hotmail.de,private investigator,2004-02-29,New Zealand,Belle International,54-40 74th St,New York City,11373,New York,NY,United States,1,4673245924,https://upload.wikimedia.org/wikipedia/commons/1/11/Garydaverne2010benny.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Garydaverne2010benny.jpg/250px-Garydaverne2010benny.jpg,"Gary Michiel Daverne  (born 1939) is a New Zealand musical arranger, composer, conductor, director and producer.
He was appointed an Officer of the New Zealand Order of Merit in 1996. He held the position of Music Director/Conductor of the Auckland Symphony Orchestra from its formation in 1975 until 2010 when, on retiring, he was appointed Music Director Emeritus. Daverne has also conducted many major orchestras around the world. He has composed music for symphony orchestras, brass and military bands, children's songs and musicals with more than 500 television and radio advertising jingles, film soundtracks and pop songs. Daverne is New Zealand's most prolific composer and arranger of music for the accordion. As a music producer Daverne has released over forty albums achieving one Platinum and two Gold records.Since his retirement from the Auckland Symphony directorship position, he has gone back to his pop and rock 'n' roll roots as a record producer, digitally re-mastering, mainly for internet re-release on his Viscount label, archive recordings that he produced in his earlier years, along with producing new recording projects.  He is still actively involved as a guest conductor with orchestras and as a musical arranger and composer.
During the 2014/15 period, Gary was musical director for three highly successful children’s musicals at the Glen Eden Playhouse Theatre in Auckland.  Two of these musicals: Robyn Hood – Outlaw Princess (words by John Reynolds) and Cats of Ponsonby (words and story by Ray Prowse), Gary had composed the music for some 40 years ago but had recently revised and updated.  The third show was The Rockin’ Tale of Snow White.
Other recent compositions by Gary include: Auckland March, Silver Fern March, 2nd Rhapsody for Solo Accordion and Orchestra and Dardanelle, a major work for orchestra and choir commissioned in 2016 by Turkey for their 100-year Gallipoli centenary.
In June 2015 he released his first book, From the Podium, sharing tales from his life of forty years conducting orchestras and choirs around the world.  See http://www.garydaverne.gen.nz for details.",00588.jpg,00591.jpg,Oceania,North America
<Mark_Grist>,m,Grist,Mark,File:Mark Grist.JPG,mark-grist@msn.com,sailor,1994-01-19,England,Ecobank,239 rue Laennec,Lyon,69001,Auvergne-Rhône-Alpes,,France,33,123182352,https://upload.wikimedia.org/wikipedia/commons/1/11/Mark_Grist.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Mark_Grist.JPG/250px-Mark_Grist.JPG,"Mark Grist is a poet and battle rapper based in Peterborough, UK, who rose to prominence when his Don't Flop rap battle against Mancunian MC Blizzard became an internet sensation. The video of the rap battle became the most viewed UK rap battle of all time and Grist is ranked the third most viewed rap battler in UK history. 
His poem Girls Who Read produced by Roundhouse London and published on their YouTube channel has also gained significant fame on the internet, winning two International Luvvie Awards for 'Best individual performance' and 'Best Viral Video'. 
Grist starred in Channel 4's 'Mr Drew's School for Boys', Redbull TV's 'Mark Grist battle the World' and his poetry and rap battle videos have gained over 30 million views online.
Grist has visited several schools to perform his poetry and raps on several occasions. He has published a collection of his poetry with Burning Eye books.",00589.jpg,00592.jpg,Europe,Europe
<Christian_Helmig>,m,Helmig,Christian,Helmig Christian 2012.jpg,nonudo977@gmx.net,evangelist,1991-11-28,Luxembourg,Tata Consultancy Services,308 Fews Chapel Road,Greer,29651,South Carolina,SC,United States,1,4351379194,https://upload.wikimedia.org/wikipedia/commons/4/46/Helmig_Christian_2012.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Helmig_Christian_2012.jpg/250px-Helmig_Christian_2012.jpg,Christian Helmig (born (1981-05-17)17 May 1981) is a Luxembourgish cyclo-cross cyclist. He competed in the men's elite event at the 2016 UCI Cyclo-cross World Championships.,00590.jpg,00593.jpg,Europe,North America
<James_Bamford_(stunt_coordinator)>,m,Bamford,James,,james-bamford@yahoo.com,botanist,2010-06-19,Canada,Newmont Mining Corporation,147 rue de l'école de droit,Dijon,21000,Bourgogne-Franche-Comté,,France,33,728241259,,,"James Bamford, also known by the nickname ""BamBam"", is a Canadian film & television director, who was the sole ""directing producer"" of the series Arrow and directed 17 episodes of the series including multiple premieres, season finales, crossovers and the series finale . He started his career in the film and television industry as a stuntman and fight choreographer with his martial arts experience as his entry skill set. He continued on in his career to become a stunt coordinator, 2nd unit director, then director, and directing producer/executive producer. 
James Bamford was President and on the executive board of Stunts Canada, an invitation-only organisation for stunt professionals, for three consecutive two-year terms. Stunts Canada is the oldest and largest stunt association in Canada.",,,North America,Europe
<Owen_Thomas_(writer)>,m,Thomas,Owen,OwenThomas.jpg,owen.thomas@gmx.net,historian,1999-05-07,United States,América Móvil,94 East 42nd Street,Indianapolis,95608,Indiana,IN,United States,1,3647418171,https://upload.wikimedia.org/wikipedia/commons/c/cb/OwenThomas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/OwenThomas.jpg/250px-OwenThomas.jpg,"Owen Thomas (born March 30, 1972) is an American blogger, journalist, and entrepreneur. He is the business editor at The San Francisco Chronicle.He was the founding executive editor of The Daily Dot and former executive editor of VentureBeat.  He was the managing editor of Valleywag, a Gawker Media gossip and news blog about Silicon Valley personalities that bills itself as a ""tech gossip rag"".",00591.jpg,00594.jpg,North America,North America
<Tony_Wadsworth_(music_executive)>,m,Wadsworth,Tony,Tony Wadsworth.jpg,tony-wadsworth@gmail.com,egyptologist,1962-06-14,United Kingdom,Ageas,337 rue Raymond-Losserand,Paris,75001,Île-de-France,,France,33,163129729,https://upload.wikimedia.org/wikipedia/commons/9/94/Tony_Wadsworth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Tony_Wadsworth.jpg/250px-Tony_Wadsworth.jpg,"Tony Wadsworth  has had a lifelong career in the music industry, including stints as Managing Director of the Parlophone label, Chairman & CEO of EMI Music UK and Ireland, and Chairman of the industry's trade association, the BPI.",00592.jpg,00595.jpg,Europe,Europe
<Scarface_Charley>,m,Charley,Scarface,Scarfaced charley.jpg,sifi@wanadoo.fr,philosopher,1952-03-05,United States,BT Group,251 North Mo-Pac Expressway,Austin,78759,Texas,TX,United States,1,1732593541,https://upload.wikimedia.org/wikipedia/commons/7/7a/Scarfaced_charley.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7a/Scarfaced_charley.jpg,"Scarface Charley (c. 1851 – December 3, 1896) was a chief of the Modoc tribe of Native Americans. He took part in the Modoc War of 1872–73 in California, and is considered to have fired the first shot at the Battle of Lost River. On April 26, 1873, Scarfaced Charley led a victorious attack against a patrol of 63 soldiers. He killed all five of the officers in the patrol, as well as twenty others. It is widely written that he stopped the slaughter and told the soldiers, ""We've killed enough of you, now go home.""
After the execution of Kintpuash and three of his warriors for the murder of Major General Edward Canby and Rev. Eleazer Thomas, Scarface Charley was appointed by Colonel Frank Wheaton as chief of the Modocs who were to be sent to Oklahoma as slaves.  After a year in Oklahoma, Scarfaced Charley was replaced by Indian Agent Hiram Jones, as chief by Bogus Charley, partly due to the latter's better understanding of English. Other accounts hold that he was removed because he refused to accept that white people were ""true rulers"". 
Scarfaced Charley was also a gifted craftsman, designing an elegant typeface for the phonetic transcription of the Modoc language.  He also developed a line of traditionally influenced domestic furniture, which was an important source of revenue for him after his political career was ended.",00593.jpg,00596.jpg,North America,North America
<Peter_Wear>,m,Wear,Peter,Replace this image male.svg,nelo43@ymail.com,navigator,1946-10-25,Australia,Bureau Veritas,377 Race Street Drive,Everman,76140,Texas,TX,United States,1,1368184393,https://upload.wikimedia.org/wikipedia/commons/7/7e/Replace_this_image_male.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Replace_this_image_male.svg/250px-Replace_this_image_male.svg.png,"Peter Wear is a Brisbane-based writer whose columns appear regularly in The Courier-Mail. Wear ran a long-running satire on Queensland politics with the major role played by ""President for Life Mbeattie"" - a reference to Premier Peter Beattie's longevity in office.Wear also wrote ""The Madding of Daniel O'Hooligan"" Published by University of Queensland Press in 1991.",00014.svg,00061.png,Oceania,North America
<Menachem_Lorberbaum>,m,Lorberbaum,Menachem,"Menachem Lorberbaum in Philadelphia on December 15, 2016.png",lubi540@gmail.com,adjunct professor,1994-10-19,Israel,E.ON UK,432 Park Avenue,Hot Springs,71901,Arkansas,AR,United States,1,9675141198,https://upload.wikimedia.org/wikipedia/commons/d/df/Menachem_Lorberbaum_in_Philadelphia_on_December_15%2C_2016.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Menachem_Lorberbaum_in_Philadelphia_on_December_15%2C_2016.png/250px-Menachem_Lorberbaum_in_Philadelphia_on_December_15%2C_2016.png,"Menachem Lorberbaum (Hebrew: מנחם לורברבוים, born March 14, 1958) is an Israeli professor and the chair of the School of Philosophy at Tel Aviv University.",00047.png,00062.png,Asia,North America
<Sagi_Hartov>,m,Hartov,Sagi,,sagi-hartov@gmail.com,stage director,1994-08-31,Israel,Pakistan Post,438 boulevard Pierre Semard,Toulouse,31000,Occitanie,,France,33,944682315,,,"Sagi Hartov (Hebrew: שגיא הרטוב‎) is a cellist born in Israel.  He is the founder of the Ernest Bloch classical competition.Hartov has been a member of the London Mozart Trio. He also serves as principal of creative arts for Global University Systems. He is executive dean and managing director at London College of Contemporary Arts, and managing director of Berlin School of Business and Innovation, both subsidiaries of Global University Systems.",,,Asia,Europe
<Van_Epperson>,m,Epperson,Van,Van Epperson in 2006.jpg,v-epperson@aliceadsl.fr,film score composer,1969-05-10,United States,ITC,111 Jefferson Avenue,New London,06320,Connecticut,CT,United States,1,7579637142,https://upload.wikimedia.org/wikipedia/commons/2/2c/Van_Epperson_in_2006.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Van_Epperson_in_2006.jpg/250px-Van_Epperson_in_2006.jpg,,00594.jpg,00597.jpg,North America,North America
<Christoph_Wulf>,m,Wulf,Christoph,Wulf bild neu1.jpg,christoph-wulf@sympatico.ca,guitarist,1972-11-08,Germany,FLSmidth,261 East Virginia Avenue,Scottsdale,85257,Arizona,AZ,United States,1,4464987896,https://upload.wikimedia.org/wikipedia/commons/3/38/Wulf_bild_neu1.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Wulf_bild_neu1.jpg,Christoph Wulf (born 1944) is a German academic who is a professor of anthropology and education at the Free University of Berlin.,00595.jpg,00598.jpg,Europe,North America
<Josh_Archibald-Seiffer>,m,Archibald-Seiffer,Josh,Josh Archibald Seiffer.jpg,josharchibaldseiffer75@yahoo.com,navigator,1960-08-20,United States,Audi,211 W. Glendale Avenue,Phoenix,85051,Arizona,AZ,United States,1,8959458559,https://upload.wikimedia.org/wikipedia/commons/f/f3/Josh_Archibald_Seiffer.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Josh_Archibald_Seiffer.jpg/250px-Josh_Archibald_Seiffer.jpg,"Josh Archibald-Seiffer (born December 15, 1987) is an American pianist and composer. On the Grammy award-winning album  Monsters, Inc. Scream Factory Favorites he co-wrote (with Woody Paul) the song ""A Perfect Roar"".",00596.jpg,00599.jpg,North America,North America
<Jean_Herauld_Gourville>,m,Gourville,Jean,1703_-_Jean_Hérault_de_Gourville.jpg,jean-gourville@hotmail.com,nightclub operator,1947-02-18,France,Yara International,173 Wedgeworth Drive,Hacienda Heights,91745,California,CA,United States,1,8738395755,https://upload.wikimedia.org/wikipedia/commons/6/63/1703_-_Jean_H%C3%A9rault_de_Gourville.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/1703_-_Jean_H%C3%A9rault_de_Gourville.jpg/250px-1703_-_Jean_H%C3%A9rault_de_Gourville.jpg,"Jean Herauld Gourville (July 10, 1625 – June 14, 1703) was a French adventurer.
He was born in La Rochefoucauld, in today's Charente département. At the age of eighteen he entered the house of La Rochefoucauld as a servant, and in 1646 became secretary to François de La Rochefoucauld, author of the Maximes. Resourceful and quick-witted, he rendered services to his master during the Fronde, in his intrigues with the parliament, the court or the princes. In these negotiations he made the acquaintance of Condé, whom he wished to help to escape from the château of Vincennes; of Mazarin, for whom he negotiated the reconciliation with the princes; and of Nicolas Fouquet.
After the Fronde he engaged in financial affairs, thanks to Fouquet. In 1658 he farmed the taille in Guienne. He bought depreciated rentes and had them raised to their nominal value by the treasury; he extorted gifts from the financiers for his protection, being Fouquet's confidant in many operations of which he shared the profits. In three years he accumulated an enormous fortune, still further increased by his unfailing good fortune at cards, playing even with the king. He was involved in the trial of Fouquet, and in April 1663 was condemned to death for peculation and embezzlement of public funds; but escaping, was executed in effigy. He sent a valet one night to take the effigy down from the gallows in the court of the Palais de Justice, and then fled the country.
He remained five years abroad, being excepted in 1665 from the amnesty accorded by Louis XIV to the condemned financiers. Having returned secretly to France, he entered the service of Condé, who, unable to meet his creditors, had need of a clever manager to put his affairs in order. In this way he was able to reappear at court, to assist at the campaigns of the war with Holland, and to offer himself for all the delicate negotiations for his master or the king. He received diplomatic missions in Germany, in Holland, and especially in Spain, though it was only in 1694, that he was freed from the condemnation pronounced against him by the chamber of justice. From 1696 he fell ill and withdrew to his estate, where he dictated to his secretary, in four months and a half, his Mémoires, an important source for the history of his time. In spite of several errors, introduced purposely, they give a clear idea of the life and morals of a financier of the age of Fouquet, and throw light on certain points of the diplomatic history. They were first published in 1724.
Gourville died in Paris on June 14, 1703.",00597.jpg,00600.jpg,Europe,North America
<Ken_Cheeseman>,m,Cheeseman,Ken,,putudi9418@centurytel.net,zoologist,1936-11-15,United States,Sears Canada,281 N. Trekell Road,Casa Grande,85122,Arizona,AZ,United States,1,8486681842,,,"Ken Cheeseman (born December 9, 1954) is an American film, television and stage actor best known for his appearances on the Law & Order television franchise. Sometimes he is credited as Ken Chesman.
He is an acting professor at Emerson College.",,,North America,North America
<Nazir_Sabir>,m,Sabir,Nazir,,sabir@aol.com,parliamentarian,1957-03-16,Pakistan,Nissan,421 Prospect Drive,Decatur,35601,Alabama,AL,United States,1,2962672326,,,"Nazir Sabir   Urdu: نذیر صابر   is a Pakistani mountaineer. He was born in Hunza. He has climbed Mount Everest and four of the five 8000 m peaks in Pakistan, including the world's second highest mountain K2 in 1981, Gasherbrum II 8035m, Broad Peak 8050m in 1982, and Gasherbrum I (Hidden Peak) 8068m in 1992.  He became the first from Pakistan to have climbed Everest on 17 May 2000 as a team member on the Mountain Madness Everest Expedition led by Christine Boskoff from the United States that also included famed Everest climber Peter Habeler of Austria and eight Canadians.",,,Asia,North America
<Jon_Kukla>,m,Kukla,Jon,Jon Kukla photograph.jpg,febome@aol.com,flight attendant,1949-07-23,United States,Marubeni,171 Prairie Avenue,Miami Beach,33139,Florida,FL,United States,1,3525825825,https://upload.wikimedia.org/wikipedia/commons/1/1d/Jon_Kukla_photograph.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Jon_Kukla_photograph.jpg/250px-Jon_Kukla_photograph.jpg,"Jon Kukla is an American historian and author. He attended Carthage College and the University of Toronto, and in 1973 began working with the Library of Virginia, through which he published multiple works and directed historical research. He left the facility in 1990 and two years later began serving as the curator for the Historic New Orleans Collection, of which he later served as its director. Kukla has also served as the director of Red Hill Patrick Henry National Memorial in Charlotte County, Virginia, a position he held until 2007.",00598.jpg,00601.jpg,North America,North America
<Rex_Crowle>,m,Crowle,Rex,,rex-crowle@live.com,research psychologist,2011-08-22,United Kingdom,AgustaWestland,105 Indiana Avenue,Lansing,60438,Illinois,IL,United States,1,9773214696,,,,,,Europe,North America
<Igor_Sandler>,m,Sandler,Igor,,igor-sandler@aol.com,soldier,2012-08-16,Russia,Celesio,295 South Warson Road,St. Louis,63124,Missouri,MO,United States,1,5728589363,,,,,,Asia,North America
